               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.025311,           0.0037387,           0.0010058,             0.89786,             0.74766,             0.80853,             0.51773,            0.033368,           0.0054072,            0.002876,             0.00526,             0.00526,             0.00526
                 160,            0.025498,           0.0037043,           0.0009964,             0.89856,             0.74853,             0.80849,             0.51701,            0.033311,           0.0054076,           0.0028678,             0.00523,             0.00523,             0.00523
                 161,            0.025344,           0.0037135,           0.0010725,             0.89888,             0.74835,             0.80904,             0.51696,            0.033314,           0.0054043,           0.0028683,              0.0052,              0.0052,              0.0052
                 162,            0.025516,           0.0037135,           0.0011079,             0.89606,             0.75356,             0.80899,              0.5171,            0.033289,            0.005405,            0.002869,             0.00517,             0.00517,             0.00517
                 163,            0.025355,           0.0037392,           0.0010493,             0.89334,             0.75131,             0.80876,             0.51662,            0.033278,           0.0054002,           0.0028621,             0.00514,             0.00514,             0.00514
                 164,            0.025611,           0.0037298,           0.0010685,             0.89198,             0.75181,             0.80886,             0.51687,            0.033342,           0.0053908,           0.0028722,             0.00511,             0.00511,             0.00511
                 165,            0.025494,            0.003732,           0.0010595,             0.89494,             0.75257,             0.80852,             0.51689,            0.033336,           0.0053862,           0.0028731,             0.00508,             0.00508,             0.00508
                 166,             0.02544,           0.0036986,            0.001007,             0.89735,             0.74933,             0.80898,             0.51748,            0.033392,           0.0053744,           0.0029072,             0.00505,             0.00505,             0.00505
                 167,             0.02539,           0.0037079,           0.0010536,             0.89636,             0.74859,             0.80949,             0.51799,            0.033509,           0.0053582,           0.0029403,             0.00502,             0.00502,             0.00502
                 168,            0.025316,           0.0036933,           0.0011135,              0.8965,             0.74841,             0.80948,             0.51879,            0.033558,           0.0053547,            0.002961,             0.00499,             0.00499,             0.00499
                 169,            0.025223,           0.0037108,          0.00099487,             0.90009,             0.74569,             0.80935,             0.51901,            0.033546,           0.0053566,           0.0029655,             0.00496,             0.00496,             0.00496
                 170,            0.025222,           0.0037429,           0.0011247,              0.8996,             0.74707,             0.80958,             0.51928,            0.033558,           0.0053581,           0.0029646,             0.00493,             0.00493,             0.00493
                 171,            0.024958,           0.0036579,           0.0010011,             0.89828,             0.74797,             0.80999,             0.51942,            0.033534,           0.0053621,           0.0029696,              0.0049,              0.0049,              0.0049
                 172,            0.025364,           0.0036903,           0.0010998,             0.89523,             0.75006,             0.80963,             0.51956,            0.033567,           0.0053566,           0.0029967,             0.00487,             0.00487,             0.00487
                 173,            0.025441,           0.0037257,           0.0010718,             0.89417,             0.75099,             0.81015,             0.51995,             0.03349,            0.005362,            0.002996,             0.00484,             0.00484,             0.00484
                 174,            0.025472,           0.0037128,           0.0010511,             0.89109,             0.75109,             0.81029,             0.52051,            0.033504,           0.0053578,           0.0030147,             0.00481,             0.00481,             0.00481
                 175,            0.025074,           0.0036578,           0.0010023,             0.89378,             0.74924,             0.81028,             0.52067,            0.033478,           0.0053606,           0.0030016,             0.00478,             0.00478,             0.00478
                 176,            0.024947,           0.0036546,           0.0010247,             0.89249,             0.75168,             0.81032,             0.52101,            0.033488,           0.0053613,           0.0030144,             0.00475,             0.00475,             0.00475
                 177,            0.024814,           0.0036337,           0.0010508,             0.89253,             0.75143,             0.81024,             0.52068,            0.033562,           0.0053544,           0.0030375,             0.00472,             0.00472,             0.00472
                 178,            0.025064,           0.0036642,           0.0010024,             0.88992,             0.75142,             0.81039,             0.52068,             0.03352,           0.0053641,           0.0030444,             0.00469,             0.00469,             0.00469
                 179,            0.024891,           0.0036472,           0.0010302,             0.89062,             0.75072,              0.8101,             0.52046,            0.033395,           0.0053779,           0.0030279,             0.00466,             0.00466,             0.00466
                 180,            0.024997,           0.0036325,          0.00095276,             0.89079,             0.75056,             0.81057,             0.52106,            0.033316,           0.0053884,            0.003004,             0.00463,             0.00463,             0.00463
                 181,            0.025108,           0.0035953,           0.0010393,             0.88983,             0.75024,             0.81068,              0.5207,            0.033289,           0.0053873,           0.0029875,              0.0046,              0.0046,              0.0046
                 182,            0.025172,           0.0036997,           0.0011038,             0.89033,             0.75019,             0.81072,             0.52177,            0.033315,           0.0053837,            0.002969,             0.00457,             0.00457,             0.00457
                 183,            0.024865,           0.0035794,           0.0010186,             0.88816,             0.74984,             0.81062,             0.52202,            0.033151,           0.0053967,           0.0029206,             0.00454,             0.00454,             0.00454
                 184,            0.024882,           0.0035916,            0.001038,             0.88791,              0.7514,             0.81189,             0.52205,            0.033074,           0.0054056,            0.002904,             0.00451,             0.00451,             0.00451
                 185,            0.024813,           0.0035823,            0.001012,             0.88801,             0.75141,             0.81202,             0.52241,            0.033039,           0.0054141,           0.0029151,             0.00448,             0.00448,             0.00448
                 186,            0.024961,           0.0036372,           0.0010339,             0.88938,              0.7495,              0.8123,             0.52255,             0.03302,           0.0054151,           0.0029011,             0.00445,             0.00445,             0.00445
                 187,            0.024893,           0.0036221,           0.0010458,             0.89134,             0.75001,              0.8122,             0.52241,             0.03296,           0.0054259,           0.0028757,             0.00442,             0.00442,             0.00442
                 188,            0.025128,           0.0036041,           0.0010434,             0.88976,             0.75043,             0.81226,             0.52247,            0.032924,           0.0054324,           0.0028706,             0.00439,             0.00439,             0.00439
                 189,             0.02463,           0.0035815,          0.00099421,             0.89023,             0.75121,             0.81252,             0.52229,            0.032982,           0.0054304,           0.0028784,             0.00436,             0.00436,             0.00436
                 190,            0.024661,           0.0035396,          0.00099906,             0.89043,             0.75257,             0.81319,              0.5222,            0.033085,           0.0054243,           0.0028982,             0.00433,             0.00433,             0.00433
                 191,            0.025328,           0.0036386,           0.0010513,             0.89137,             0.75152,             0.81313,             0.52222,            0.033158,           0.0054188,            0.002886,              0.0043,              0.0043,              0.0043
                 192,            0.024562,           0.0035926,          0.00093734,             0.89121,             0.75152,             0.81282,             0.52202,            0.033221,           0.0054136,           0.0029027,             0.00427,             0.00427,             0.00427
                 193,             0.02459,           0.0035675,          0.00097194,             0.89071,             0.75084,             0.81273,             0.52281,            0.033223,           0.0054115,           0.0028913,             0.00424,             0.00424,             0.00424
                 194,            0.024638,           0.0035473,          0.00097008,                0.89,             0.75117,             0.81267,             0.52244,            0.033244,           0.0054133,           0.0028748,             0.00421,             0.00421,             0.00421
                 195,            0.024439,           0.0035509,          0.00094089,             0.89048,             0.75068,             0.81353,             0.52317,            0.033256,           0.0054131,           0.0028648,             0.00418,             0.00418,             0.00418
                 196,            0.024507,           0.0035528,          0.00095921,             0.89081,             0.74987,             0.81336,             0.52303,            0.033334,           0.0054129,           0.0028714,             0.00415,             0.00415,             0.00415
                 197,            0.024808,             0.00356,          0.00099741,             0.89095,               0.749,             0.81178,             0.52289,            0.033418,           0.0054056,           0.0029128,             0.00412,             0.00412,             0.00412
                 198,            0.024425,           0.0035211,          0.00097353,             0.89156,             0.74775,             0.81168,             0.52345,            0.033386,           0.0054094,           0.0028861,             0.00409,             0.00409,             0.00409
                 199,            0.024416,           0.0035077,          0.00095107,             0.89107,             0.74905,             0.81174,              0.5242,             0.03331,           0.0054176,            0.002856,             0.00406,             0.00406,             0.00406
                 200,            0.024249,           0.0035186,           0.0010464,             0.89359,             0.74868,             0.81224,             0.52378,            0.033326,           0.0054149,            0.002856,             0.00403,             0.00403,             0.00403
                 201,            0.024427,           0.0035496,          0.00099714,             0.89326,             0.74814,             0.81229,             0.52344,            0.033432,           0.0054024,           0.0028768,               0.004,               0.004,               0.004
                 202,            0.024455,            0.003539,          0.00095592,              0.8934,             0.74949,             0.81333,             0.52318,            0.033394,           0.0054038,           0.0028667,             0.00397,             0.00397,             0.00397
                 203,            0.024134,           0.0035205,          0.00097478,             0.89597,             0.74697,             0.81317,             0.52334,            0.033456,            0.005391,           0.0028981,             0.00394,             0.00394,             0.00394
                 204,            0.024472,           0.0035572,          0.00091592,             0.89579,             0.74804,             0.81323,             0.52399,            0.033511,           0.0053836,           0.0029294,             0.00391,             0.00391,             0.00391
                 205,             0.02418,           0.0034985,          0.00091092,             0.89963,             0.74573,             0.81339,             0.52377,            0.033523,           0.0053818,           0.0029659,             0.00388,             0.00388,             0.00388
                 206,            0.023994,           0.0034535,          0.00094542,             0.89958,             0.74558,             0.81384,             0.52368,            0.033601,           0.0053719,           0.0030122,             0.00385,             0.00385,             0.00385
                 207,            0.024304,            0.003492,          0.00095614,             0.89984,             0.74557,             0.81429,             0.52383,            0.033701,           0.0053635,           0.0030839,             0.00382,             0.00382,             0.00382
                 208,            0.023917,           0.0035071,          0.00089216,             0.89481,             0.74642,             0.81366,             0.52358,            0.033791,             0.00536,           0.0031386,             0.00379,             0.00379,             0.00379
                 209,            0.024423,            0.003505,           0.0010173,             0.89646,             0.74702,             0.81384,             0.52365,            0.033818,           0.0053536,           0.0031579,             0.00376,             0.00376,             0.00376
                 210,            0.024001,           0.0034899,          0.00094581,             0.89408,             0.74811,             0.81385,             0.52407,            0.033803,           0.0053547,           0.0031353,             0.00373,             0.00373,             0.00373
                 211,             0.02403,           0.0034682,          0.00097351,             0.89459,             0.74802,             0.81421,             0.52457,            0.033838,            0.005349,           0.0031475,              0.0037,              0.0037,              0.0037
                 212,            0.024018,           0.0035026,          0.00090735,             0.89058,             0.75093,             0.81418,             0.52466,            0.033811,           0.0053519,           0.0031684,             0.00367,             0.00367,             0.00367
                 213,            0.024241,           0.0035036,           0.0009763,             0.89016,              0.7499,             0.81415,             0.52455,            0.033852,           0.0053534,           0.0031954,             0.00364,             0.00364,             0.00364
                 214,            0.023972,           0.0035086,          0.00098076,             0.88454,             0.75603,             0.81422,             0.52497,            0.033921,           0.0053506,            0.003227,             0.00361,             0.00361,             0.00361
                 215,            0.023935,           0.0035153,          0.00091649,             0.88312,             0.75729,             0.81634,             0.52513,            0.033937,             0.00535,           0.0032537,             0.00358,             0.00358,             0.00358
                 216,             0.02396,           0.0035011,          0.00088876,             0.88462,             0.75744,             0.81647,             0.52506,            0.033881,           0.0053567,           0.0032549,             0.00355,             0.00355,             0.00355
                 217,            0.023974,           0.0034556,          0.00092011,             0.88626,             0.75602,             0.81673,             0.52478,            0.033913,           0.0053538,           0.0032812,             0.00352,             0.00352,             0.00352
                 218,            0.023967,           0.0034613,           0.0008894,             0.88547,             0.75694,             0.81686,             0.52493,            0.033895,           0.0053597,           0.0033005,             0.00349,             0.00349,             0.00349
                 219,            0.023763,           0.0034497,          0.00087883,             0.88244,             0.75865,             0.81655,             0.52466,            0.033909,           0.0053596,           0.0033742,             0.00346,             0.00346,             0.00346
                 220,            0.023646,           0.0034615,          0.00091707,             0.88185,             0.76089,             0.81672,             0.52516,            0.033972,           0.0053538,           0.0034244,             0.00343,             0.00343,             0.00343
                 221,            0.023718,            0.003443,          0.00091316,             0.88327,             0.75843,             0.81648,             0.52573,            0.034002,           0.0053523,           0.0034476,              0.0034,              0.0034,              0.0034
                 222,            0.023669,           0.0034336,          0.00090989,             0.88373,             0.75884,             0.81627,             0.52566,            0.034038,            0.005346,           0.0034814,             0.00337,             0.00337,             0.00337
                 223,            0.023713,           0.0034341,           0.0009135,              0.8834,             0.76112,             0.81599,             0.52589,            0.034028,           0.0053508,           0.0034828,             0.00334,             0.00334,             0.00334
                 224,            0.023618,           0.0034254,          0.00090383,             0.88756,             0.75728,             0.81611,             0.52674,            0.034043,           0.0053503,             0.00349,             0.00331,             0.00331,             0.00331
                 225,             0.02382,           0.0035343,          0.00090994,             0.89094,              0.7571,             0.81617,             0.52579,            0.033973,           0.0053571,           0.0034474,             0.00328,             0.00328,             0.00328
                 226,            0.023862,            0.003426,          0.00091584,             0.89219,             0.75372,             0.81498,             0.52677,            0.033962,           0.0053549,           0.0034442,             0.00325,             0.00325,             0.00325
                 227,            0.023765,           0.0034192,          0.00091936,             0.89108,             0.75346,             0.81483,              0.5258,            0.033923,            0.005362,            0.003412,             0.00322,             0.00322,             0.00322
                 228,            0.023711,           0.0035102,          0.00093067,             0.89533,             0.75145,             0.81488,             0.52619,            0.033928,            0.005363,           0.0033767,             0.00319,             0.00319,             0.00319
                 229,            0.023402,           0.0033927,           0.0008613,              0.8948,             0.75095,             0.81482,             0.52662,            0.033972,           0.0053593,           0.0033531,             0.00316,             0.00316,             0.00316
                 230,            0.023286,           0.0033947,          0.00087746,             0.89971,             0.74943,             0.81485,             0.52688,            0.033985,           0.0053583,           0.0033451,             0.00313,             0.00313,             0.00313
                 231,            0.023312,           0.0034164,          0.00086732,             0.90084,             0.74927,             0.81498,             0.52777,            0.034021,           0.0053554,            0.003368,              0.0031,              0.0031,              0.0031
                 232,            0.023337,           0.0033611,          0.00090737,             0.89968,             0.74988,             0.81503,             0.52706,            0.034078,           0.0053488,           0.0034245,             0.00307,             0.00307,             0.00307
                 233,            0.023261,           0.0033683,          0.00089546,             0.90306,             0.74894,             0.81588,             0.52718,            0.034149,           0.0053466,           0.0034922,             0.00304,             0.00304,             0.00304
                 234,            0.023271,           0.0033768,          0.00082034,             0.90157,             0.74909,             0.81625,             0.52694,            0.034163,           0.0053442,           0.0035344,             0.00301,             0.00301,             0.00301
                 235,            0.023146,           0.0033679,          0.00085203,             0.90262,             0.74788,             0.81675,             0.52715,            0.034137,           0.0053483,           0.0035112,             0.00298,             0.00298,             0.00298
                 236,            0.023276,           0.0033897,          0.00086199,             0.90015,              0.7514,             0.81733,             0.52753,            0.034161,           0.0053484,           0.0035077,             0.00295,             0.00295,             0.00295
                 237,            0.023308,           0.0033627,           0.0008574,             0.90151,             0.75098,             0.81746,             0.52719,            0.034189,           0.0053467,           0.0035193,             0.00292,             0.00292,             0.00292
                 238,            0.023137,           0.0033484,          0.00080289,              0.9013,              0.7506,             0.81761,             0.52722,            0.034218,           0.0053365,           0.0035438,             0.00289,             0.00289,             0.00289
                 239,            0.023068,           0.0033559,           0.0008606,             0.89872,             0.75135,             0.81785,             0.52752,            0.034285,           0.0053271,           0.0035973,             0.00286,             0.00286,             0.00286
                 240,             0.02298,           0.0033794,          0.00082106,             0.89707,             0.75021,             0.81755,             0.52798,            0.034367,           0.0053128,           0.0036376,             0.00283,             0.00283,             0.00283
                 241,            0.022919,           0.0033358,           0.0008015,             0.89391,             0.75207,              0.8175,             0.52773,            0.034407,           0.0052995,           0.0036476,              0.0028,              0.0028,              0.0028
                 242,            0.023409,           0.0033939,          0.00084995,             0.89401,             0.75179,             0.81712,             0.52743,            0.034443,           0.0052953,           0.0036807,             0.00277,             0.00277,             0.00277
                 243,            0.022998,           0.0033524,          0.00085127,             0.89265,             0.75493,             0.81721,             0.52676,             0.03451,           0.0052852,           0.0037299,             0.00274,             0.00274,             0.00274
                 244,             0.02289,           0.0033332,           0.0009005,             0.88959,             0.75631,             0.81764,              0.5276,             0.03452,            0.005279,           0.0037599,             0.00271,             0.00271,             0.00271
                 245,            0.023175,            0.003363,          0.00085111,             0.89013,             0.75736,             0.81826,             0.52722,            0.034437,           0.0052882,           0.0037292,             0.00268,             0.00268,             0.00268
                 246,            0.023138,           0.0033717,          0.00087153,             0.88862,             0.76315,             0.81837,             0.52771,            0.034415,           0.0052938,            0.003737,             0.00265,             0.00265,             0.00265
                 247,             0.02283,            0.003304,          0.00081077,             0.88935,              0.7609,             0.81828,              0.5278,            0.034329,           0.0053087,           0.0036718,             0.00262,             0.00262,             0.00262
                 248,            0.022619,           0.0032976,          0.00081346,              0.8896,             0.76171,             0.81849,             0.52839,            0.034216,           0.0053287,            0.003612,             0.00259,             0.00259,             0.00259
                 249,            0.022793,            0.003314,          0.00081362,             0.89079,             0.76273,             0.81921,              0.5287,            0.034164,           0.0053416,           0.0035994,             0.00256,             0.00256,             0.00256
                 250,            0.022883,           0.0033244,          0.00084915,             0.89184,             0.76275,             0.81907,             0.52826,            0.034112,           0.0053508,           0.0035875,             0.00253,             0.00253,             0.00253
                 251,            0.022777,            0.003334,           0.0008237,             0.89405,             0.76229,              0.8188,             0.52865,            0.034084,           0.0053579,           0.0035695,              0.0025,              0.0025,              0.0025
                 252,             0.02284,           0.0033166,          0.00080892,              0.8958,             0.76098,             0.81882,             0.52877,            0.034061,           0.0053624,           0.0035309,             0.00247,             0.00247,             0.00247
                 253,            0.022613,           0.0032715,          0.00080394,             0.89475,             0.76027,             0.81887,             0.52852,            0.034065,           0.0053657,           0.0034836,             0.00244,             0.00244,             0.00244
                 254,            0.022617,           0.0032951,          0.00091279,             0.89583,             0.76039,             0.81877,             0.52923,            0.034064,           0.0053648,           0.0034443,             0.00241,             0.00241,             0.00241
                 255,            0.022774,           0.0032789,          0.00082385,             0.89571,             0.76206,             0.81846,             0.52919,            0.034062,           0.0053642,           0.0034174,             0.00238,             0.00238,             0.00238
                 256,            0.022413,           0.0032368,          0.00077121,             0.89629,             0.75508,             0.81829,             0.52922,            0.034089,             0.00536,           0.0033965,             0.00235,             0.00235,             0.00235
                 257,             0.02247,           0.0032871,          0.00083781,             0.89734,             0.75689,             0.81855,             0.52946,            0.034097,           0.0053612,           0.0034032,             0.00232,             0.00232,             0.00232
                 258,            0.022341,           0.0032588,          0.00079287,             0.89708,             0.75451,             0.81822,             0.52931,             0.03405,           0.0053684,            0.003396,             0.00229,             0.00229,             0.00229
                 259,            0.022374,           0.0032538,          0.00076457,             0.89659,             0.75376,              0.8181,             0.52978,            0.034059,           0.0053726,           0.0034007,             0.00226,             0.00226,             0.00226
                 260,            0.022712,           0.0032761,          0.00082469,             0.89568,             0.75343,              0.8178,             0.53058,            0.034042,           0.0053795,           0.0034058,             0.00223,             0.00223,             0.00223
                 261,            0.022307,           0.0032753,          0.00079642,             0.89539,             0.75385,             0.81751,             0.53058,            0.034023,           0.0053841,           0.0034277,              0.0022,              0.0022,              0.0022
                 262,            0.022244,           0.0032235,           0.0007708,             0.90178,             0.75119,             0.81728,             0.53066,             0.03401,           0.0053881,           0.0034533,             0.00217,             0.00217,             0.00217
                 263,            0.022557,           0.0032352,           0.0007935,             0.90188,             0.74963,             0.81743,             0.53057,            0.034023,            0.005385,           0.0034648,             0.00214,             0.00214,             0.00214
                 264,            0.022189,           0.0032265,           0.0007599,             0.90086,             0.74936,             0.81758,             0.53039,            0.034095,           0.0053761,           0.0034787,             0.00211,             0.00211,             0.00211
                 265,            0.022253,           0.0032509,          0.00084898,             0.89486,              0.7535,             0.81798,             0.53025,            0.034159,           0.0053643,           0.0035082,             0.00208,             0.00208,             0.00208
                 266,            0.022371,           0.0032267,          0.00080114,             0.89455,             0.75524,             0.81864,             0.53036,            0.034171,           0.0053622,           0.0035257,             0.00205,             0.00205,             0.00205
                 267,             0.02221,           0.0032564,          0.00081783,             0.89656,             0.75476,             0.81836,             0.52949,            0.034184,           0.0053616,           0.0035284,             0.00202,             0.00202,             0.00202
                 268,            0.022178,           0.0032096,          0.00076378,             0.89701,             0.75454,             0.81841,             0.53045,            0.034206,           0.0053572,           0.0035601,             0.00199,             0.00199,             0.00199
                 269,            0.022432,           0.0032125,          0.00077908,              0.8955,             0.75236,             0.81804,             0.52943,            0.034207,           0.0053593,           0.0035751,             0.00196,             0.00196,             0.00196
                 270,            0.021991,           0.0032245,          0.00075682,             0.89657,             0.75321,             0.81755,              0.5294,            0.034195,           0.0053605,           0.0035836,             0.00193,             0.00193,             0.00193
                 271,            0.022069,           0.0031816,          0.00072896,             0.89414,             0.75541,             0.81798,             0.52922,            0.034208,           0.0053584,           0.0036129,              0.0019,              0.0019,              0.0019
                 272,            0.021984,           0.0031936,          0.00079039,             0.89474,             0.75545,             0.81779,             0.52877,            0.034189,           0.0053632,           0.0036361,             0.00187,             0.00187,             0.00187
                 273,            0.022035,           0.0031917,          0.00078423,             0.89394,             0.75614,             0.81752,             0.52846,            0.034179,           0.0053661,           0.0036541,             0.00184,             0.00184,             0.00184
                 274,            0.021757,           0.0031749,          0.00073528,             0.89419,             0.75706,             0.81732,              0.5285,            0.034162,           0.0053676,           0.0036562,             0.00181,             0.00181,             0.00181
                 275,            0.021925,           0.0031896,          0.00082283,             0.89511,              0.7572,             0.81718,             0.52808,            0.034195,           0.0053641,           0.0036812,             0.00178,             0.00178,             0.00178
                 276,            0.021965,           0.0032217,          0.00079418,             0.89333,             0.75725,             0.81773,             0.52814,             0.03419,           0.0053665,           0.0036792,             0.00175,             0.00175,             0.00175
                 277,            0.021569,           0.0031512,          0.00077243,               0.895,              0.7556,             0.81779,             0.52889,            0.034187,           0.0053657,           0.0036759,             0.00172,             0.00172,             0.00172
                 278,            0.021649,           0.0031566,          0.00072633,             0.89554,             0.75357,             0.81749,             0.52825,             0.03417,           0.0053707,           0.0036865,             0.00169,             0.00169,             0.00169
                 279,            0.021631,           0.0031479,           0.0007285,             0.89773,             0.75324,             0.81733,             0.52785,            0.034179,           0.0053741,            0.003707,             0.00166,             0.00166,             0.00166
                 280,            0.021699,           0.0031645,          0.00073186,             0.89231,             0.75627,             0.81734,             0.52869,             0.03421,            0.005369,           0.0037383,             0.00163,             0.00163,             0.00163
                 281,            0.021658,           0.0031067,          0.00073274,             0.88543,             0.75923,             0.81702,             0.52857,            0.034258,           0.0053659,           0.0037865,              0.0016,              0.0016,              0.0016
                 282,            0.021435,            0.003156,          0.00074558,             0.88823,             0.75784,             0.81715,             0.52875,            0.034318,           0.0053609,             0.00385,             0.00157,             0.00157,             0.00157
                 283,            0.021159,           0.0031274,          0.00069942,             0.89317,             0.75593,             0.81724,             0.52875,            0.034332,           0.0053564,           0.0039063,             0.00154,             0.00154,             0.00154
                 284,            0.021493,           0.0030953,          0.00069105,              0.8914,             0.75636,             0.81712,             0.52849,            0.034385,           0.0053603,           0.0039478,             0.00151,             0.00151,             0.00151
                 285,            0.021318,           0.0030856,          0.00075089,             0.89221,             0.75626,             0.81725,             0.52845,            0.034439,           0.0053553,           0.0039763,             0.00148,             0.00148,             0.00148
                 286,            0.021384,           0.0031191,          0.00073348,             0.89458,              0.7563,             0.81754,             0.52906,            0.034499,            0.005351,           0.0040122,             0.00145,             0.00145,             0.00145
                 287,            0.021448,            0.003122,          0.00072279,             0.89594,              0.7569,             0.81762,             0.52905,            0.034533,           0.0053507,           0.0040488,             0.00142,             0.00142,             0.00142
                 288,            0.021086,           0.0030961,          0.00069906,             0.89571,              0.7577,             0.81774,             0.52852,            0.034561,             0.00535,           0.0040534,             0.00139,             0.00139,             0.00139
                 289,            0.021184,           0.0031447,          0.00070371,             0.89515,             0.75869,             0.81787,             0.52904,            0.034585,           0.0053493,           0.0040546,             0.00136,             0.00136,             0.00136
                 290,            0.021237,           0.0030986,          0.00073328,             0.89834,             0.75652,             0.81861,             0.52878,            0.034611,           0.0053547,           0.0040643,             0.00133,             0.00133,             0.00133
                 291,            0.021133,           0.0030454,          0.00065465,             0.89953,              0.7573,             0.81876,             0.52869,            0.034661,           0.0053538,           0.0040833,              0.0013,              0.0013,              0.0013
                 292,            0.021245,           0.0030665,          0.00067763,             0.89763,             0.75808,              0.8186,             0.52913,            0.034651,           0.0053617,           0.0040758,             0.00127,             0.00127,             0.00127
                 293,            0.020992,           0.0030403,          0.00067028,             0.89847,              0.7581,             0.81847,             0.52957,            0.034672,           0.0053713,           0.0040843,             0.00124,             0.00124,             0.00124
                 294,            0.020996,           0.0030829,          0.00070564,             0.89734,             0.75826,             0.81836,             0.52943,              0.0347,           0.0053767,           0.0041131,             0.00121,             0.00121,             0.00121
                 295,            0.020987,           0.0030491,          0.00073793,             0.89664,              0.7578,             0.81833,             0.52992,            0.034711,            0.005382,           0.0041394,             0.00118,             0.00118,             0.00118
                 296,            0.020794,           0.0030805,          0.00070225,             0.89668,             0.75754,             0.81837,              0.5298,            0.034736,           0.0053858,           0.0041861,             0.00115,             0.00115,             0.00115
                 297,            0.020788,           0.0030329,          0.00067956,             0.89928,             0.75778,             0.81834,              0.5303,            0.034734,           0.0053955,           0.0042203,             0.00112,             0.00112,             0.00112
                 298,             0.02071,           0.0030031,          0.00067161,             0.89704,             0.75691,             0.81848,             0.52994,             0.03471,           0.0054079,           0.0042078,             0.00109,             0.00109,             0.00109
                 299,            0.020632,           0.0030125,          0.00065037,             0.90083,             0.75555,             0.81862,             0.52981,            0.034716,           0.0054197,           0.0042158,             0.00106,             0.00106,             0.00106
